cik,filing_date_8k,items,accession
1657853,2019-07-18,"7.01,8.01,9.01",0001657853-19-000117
1657853,2019-07-18,"8.01,9.01",0001657853-19-000116
1657853,2019-07-15,"8.01,9.01",0001657853-19-000109
1657853,2019-07-12,"8.01,9.01",0001657853-19-000107
1657853,2019-06-26,"8.01,9.01",0001657853-19-000086
1657853,2019-06-13,"7.01,9.01",0001657853-19-000082
1657853,2019-05-24,"5.07,9.01",0001657853-19-000055
1657853,2019-05-07,"2.02,7.01,9.01",0001657853-19-000044
1657853,2019-03-25,"5.02,9.01",0001657853-19-000028
1657853,2019-03-07,"4.01,5.02,9.01",0001657853-19-000024
1657853,2019-02-26,"2.02,7.01,9.01",0001657853-19-000008
1657853,2019-01-02,8.01,0001657853-19-000002
1657853,2018-12-06,5.02,0001657853-18-000115
1657853,2018-11-09,"2.02,7.01,9.01",0001657853-18-000106
1657853,2018-11-01,5.02,0001657853-18-000098
1657853,2018-10-01,"1.01,2.03",0001657853-18-000091
1657853,2018-08-31,"5.02,9.01",0001657853-18-000087
1657853,2018-08-21,"5.02,9.01",0001657853-18-000065
1657853,2018-08-20,"5.02,9.01",0001657853-18-000062
1657853,2018-08-07,"2.02,7.01,9.01",0001657853-18-000059
1657853,2018-05-23,5.07,0001657853-18-000046
1657853,2018-05-09,"5.02,9.01",0001657853-18-000041
1657853,2018-05-08,"2.02,7.01,9.01",0001657853-18-000037
1657853,2018-04-25,5.02,0001657853-18-000031
1657853,2018-03-12,"8.01,9.01",0001657853-18-000022
1657853,2018-02-28,"7.01,9.01",0001657853-18-000020
1657853,2018-02-28,"2.02,7.01,9.01",0001657853-18-000018
1657853,2018-01-29,"1.01,2.03,9.01",0001657853-18-000004
1657853,2018-01-17,"8.01,9.01",0001657853-18-000002
1657853,2017-11-09,"2.02,7.01,9.01",0001657853-17-000050
1657853,2017-11-02,"1.01,2.03,8.01,9.01",0001657853-17-000042
1657853,2017-08-08,"2.02,7.01,9.01",0001657853-17-000039
1657853,2017-07-28,"8.01,9.01",0001657853-17-000032
1657853,2017-06-29,8.01,0001657853-17-000030
1657853,2017-06-08,"1.01,2.03",0001657853-17-000027
1657853,2017-06-02,5.07,0001657853-17-000024
1657853,2017-05-31,"8.01,9.01",0001657853-17-000021
1657853,2017-05-30,"7.01,8.01,9.01",0001657853-17-000019
1657853,2017-05-09,"2.02,7.01,9.01",0001657853-17-000016
1657853,2017-03-07,"5.02,9.01",0001104659-17-014874
1657853,2017-02-28,"2.02,7.01,9.01",0001657853-17-000006
1657853,2017-02-10,"5.02,9.01",0000898822-17-000022
1657853,2017-02-06,"1.01,2.03,8.01,9.01",0001657853-17-000004
1657853,2016-12-13,"5.02,9.01",0000898822-16-000524
1657853,2016-11-08,"2.02,7.01,9.01",0001657853-16-000060
1657853,2016-09-27,"1.01,2.03,8.01,9.01",0001657853-16-000053
1657853,2016-09-09,"8.01,9.01",0001104659-16-143787
1657853,2016-08-09,"2.02,7.01,9.01",0001657853-16-000050
1657853,2016-07-07,"1.01,1.02,2.01,2.03,3.03,5.02,5.03,8.01,9.01",0001104659-16-131559
1657853,2016-06-17,5.03,0001657853-16-000034
